first_name,last_name,gender,employment_sector,personality_trait,salary,state
Jade,Chittey,Female,healthcare,conscientiousness,308058,Michigan
Bernadina,Hearley,Female,healthcare,extraversion,381874,Michigan
Natty,MacSkeagan,Male,education,conscientiousness,77090,Texas
Dorree,Jollie,Female,healthcare,extraversion,344051,Louisiana
Olenka,Tiler,Female,finance,agreeableness,366134,Ohio
Tannie,Brasher,Genderfluid,government,extraversion,275741,Virginia
Josee,Hessing,Female,education,extraversion,198787,Kentucky
Cariotta,Ephgrave,Female,hospitality,conscientiousness,317714,Michigan
Gloriana,Sucre,Female,healthcare,extraversion,391087,Texas
Bobbie,King,Bigender,finance,conscientiousness,369480,Virginia
Ashia,Klaaasen,Female,finance,agreeableness,259112,New York
Reinaldos,Aubin,Male,education,agreeableness,305411,Ohio
Rosalinda,Jamson,Female,healthcare,extraversion,255714,Washington
Justinian,McClounan,Male,finance,extraversion,361909,North Carolina
Dalenna,Scargill,Female,healthcare,conscientiousness,84886,Colorado
Sergent,Kissick,Genderfluid,education,extraversion,58072,California
Swen,Stallwood,Male,sales/marketing,conscientiousness,248235,Alabama
Wallache,Tippetts,Male,government,conscientiousness,66210,New York
Lyda,Sarge,Female,sales/marketing,conscientiousness,417860,Alabama
Gloriana,Scading,Genderfluid,hospitality,conscientiousness,184246,Tennessee
Gan,Kupis,Male,healthcare,conscientiousness,91773,Texas
Arri,Yashaev,Polygender,healthcare,agreeableness,188871,Oklahoma
Phylys,Steagall,Female,finance,extraversion,207699,Alabama
Joel,Brellin,Male,government,conscientiousness,420396,Pennsylvania
Honey,Jotham,Bigender,government,extraversion,138267,Nevada
Annie,Hague,Female,education,conscientiousness,268720,Iowa
Pammy,Castelli,Female,finance,extraversion,170837,Pennsylvania
Claudell,Spellesy,Male,healthcare,conscientiousness,53427,Texas
Editha,Bossom,Female,education,conscientiousness,199957,Missouri
Valentino,Tremblet,Male,sales/marketing,agreeableness,142949,Kentucky
Bryan,Cargon,Male,healthcare,agreeableness,158253,Missouri
Ediva,Abela,Genderqueer,education,conscientiousness,490225,Massachusetts
Reilly,Lanchester,Male,technology,conscientiousness,435123,Louisiana
Felecia,Casewell,Genderqueer,government,agreeableness,354761,Texas
Kathy,Stood,Female,healthcare,conscientiousness,190748,Ohio
Noble,Meiningen,Male,hospitality,agreeableness,180279,Illinois
Cris,Frie,Female,education,agreeableness,437792,Minnesota
Egbert,Deere,Male,sales/marketing,agreeableness,337251,Arizona
Cecilius,Cicullo,Male,hospitality,agreeableness,119835,Arizona
Nananne,Pashler,Female,sales/marketing,conscientiousness,412943,District of Columbia
Ruth,Ivakhno,Female,government,conscientiousness,157331,South Dakota
Marven,Wooding,Bigender,sales/marketing,extraversion,143951,Oklahoma
Osbert,Tommaseo,Male,hospitality,extraversion,169338,California
Osgood,Filpo,Non-binary,government,extraversion,166512,Wisconsin
Kate,Clynman,Female,government,agreeableness,65040,Georgia
Arvie,Sealove,Male,technology,conscientiousness,397341,Kansas
Sol,Purtell,Male,finance,agreeableness,162162,North Carolina
Maurice,Birchwood,Male,finance,agreeableness,406705,Texas
Theodore,Steggles,Male,education,extraversion,406484,California
Kitti,Brisley,Female,technology,agreeableness,270255,Tennessee
Ronda,Goldring,Female,technology,extraversion,385579,Georgia
Fenelia,Davidovich,Female,healthcare,extraversion,164954,Virginia
Lauralee,Killby,Female,healthcare,extraversion,136822,Florida
Tabbatha,Gingle,Female,sales/marketing,agreeableness,55027,Illinois
Eduard,Kean,Male,hospitality,agreeableness,298348,California
Tomaso,Barti,Male,technology,extraversion,455614,Florida
Addi,Caramuscia,Female,healthcare,extraversion,362759,Georgia
Ulick,Lammerding,Male,sales/marketing,agreeableness,383895,California
Chickie,Matiashvili,Male,technology,extraversion,285329,Iowa
Jocelin,Mattevi,Genderfluid,education,extraversion,104856,California
Michaela,Lamont,Female,technology,conscientiousness,193058,Texas
Oliviero,Longhirst,Male,sales/marketing,conscientiousness,141156,Texas
Mariette,Breewood,Female,finance,conscientiousness,147240,Illinois
Delano,Ciccotto,Male,hospitality,agreeableness,71884,Texas
Michaella,Dibsdale,Female,technology,conscientiousness,210360,Montana
Jonas,Alliban,Genderfluid,hospitality,extraversion,349781,California
Herbie,Fields,Bigender,finance,conscientiousness,177212,New York
Ozzy,Maddra,Male,healthcare,extraversion,60292,Minnesota
Rouvin,Antonignetti,Male,education,agreeableness,284239,New York
Melisse,Edrich,Polygender,education,extraversion,419690,New York
Dido,Orfeur,Bigender,sales/marketing,conscientiousness,371583,California
Lona,Teck,Female,education,conscientiousness,429110,District of Columbia
Aarika,Cowlam,Female,healthcare,extraversion,267463,Ohio
Gorden,Tanswill,Male,sales/marketing,conscientiousness,187664,Alabama
Alameda,Ciric,Female,hospitality,agreeableness,153684,California
Eada,Brumwell,Female,education,agreeableness,333938,Florida
Ailina,Emmanueli,Bigender,education,agreeableness,208525,Washington
Talbot,Jepensen,Male,sales/marketing,agreeableness,170580,New Jersey
Cale,Klimowicz,Male,government,conscientiousness,422948,California
Orsa,Abley,Female,technology,extraversion,220581,New Jersey
Adah,Wolstenholme,Female,finance,extraversion,304749,Colorado
Sarena,Marcinkowski,Female,education,agreeableness,462145,Connecticut
Holli,Beattie,Female,healthcare,agreeableness,290806,Washington
Pammie,Joseland,Polygender,sales/marketing,extraversion,294494,Texas
Lazaro,Hardie,Male,government,extraversion,354821,Texas
Darda,Berwick,Female,government,conscientiousness,279937,New York
Warden,Hasloch,Male,sales/marketing,agreeableness,82104,Florida
Morgen,McCorrie,Female,hospitality,agreeableness,458534,Texas
Steffane,Aprahamian,Female,government,agreeableness,337632,Minnesota
Serena,Rosso,Female,finance,conscientiousness,265733,Washington
Rabbi,Yude,Male,hospitality,agreeableness,202358,Kentucky
Tucky,Lorait,Male,hospitality,extraversion,252812,New York
Letizia,Yearnsley,Female,technology,conscientiousness,468837,California
Riva,Yeell,Female,technology,extraversion,83786,Texas
Neils,Tweddle,Male,government,agreeableness,202910,Pennsylvania
Alwyn,Durrance,Male,sales/marketing,agreeableness,418884,California
Debee,Crumley,Female,education,extraversion,269047,Georgia
Robers,Hardson,Male,finance,conscientiousness,427704,District of Columbia
Angele,Pieracci,Female,education,agreeableness,444589,Connecticut
Tanner,Kellet,Male,finance,conscientiousness,277695,North Carolina
Matteo,MacMickan,Male,healthcare,extraversion,257325,District of Columbia
Konstance,Yarnley,Female,sales/marketing,agreeableness,224460,Wisconsin
Giovanna,Tort,Female,education,extraversion,182847,North Carolina
Flossi,Moodie,Female,technology,agreeableness,302783,South Dakota
